发布日期,岗位名称,薪酬low,薪酬high,几薪,工作城市,城市2,城市3,地区,学历,工作年限,公司名称,公司行业,其他方面,链接
2019年12月20日,招聘数据分析师,6,10,12,泉州,,,,本科及以上,3年以上,计算机软件,计算机软件,带薪年假|午餐补助|通讯津贴|节日礼物|五险一金|团队聚餐|上市公司|年度旅游|定期体检|绩效奖金,https://www.liepin.com/job/1918425665.shtml
2019年12月20日,招聘数据分析师（碰撞场景探索与建模方向）,14,20,12,深圳,,,南山区,本科及以上,3年以上,成都路行通信息技术有限公司,互联网电商,绩效奖金|带薪年假|免费午晚餐|五险|节日福利,https://www.liepin.com/job/1923212823.shtml
2019年12月20日,招聘数据分析师（碰撞场景探索与建模方向）,14,20,12,成都,,,高新区,统招本科,3年以上,成都路行通信息技术有限公司,互联网电商,带薪年假|弹性工作|节日礼物|岗位晋升|五险一金|团队聚餐|休闲餐点|免费员工餐厅|年终奖,https://www.liepin.com/job/1924439321.shtml
2019年12月20日,招聘数据分析师/高级数据分析师,6,8,12,深圳,,,,本科及以上,经验不限,北京思恩客科技有限公司,互联网电商,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1921405761.shtml
2019年12月20日,招聘高级数据分析师,20,35,14,,,,,本科及以上,3年以上,猎聘,上市,,https://www.liepin.com/job/1925150513.shtml
2019年12月20日,招聘数据分析,20,35,14,,,,,本科及以上,3年以上,猎聘,上市,,https://www.liepin.com/job/1924864203.shtml
2019年12月20日,招聘数据分析经理,30,60,13,,,,,统招本科,5年以上,某知名互联网企业,互联网移动互联网电子商务，服务系统集成，信托担保拍卖典当,,https://www.liepin.com/a/17506629.shtml
2019年12月20日,招聘数据分析经理(J17406),面议,,,上海,,,张江,统招本科,5年以上,易鑫集团,上市,上市公司|发展空间大|车辆津贴|定期体检|交通补助|午餐补助|绩效奖金|带薪年假|岗位晋升|五险一金,https://www.liepin.com/job/1924780659.shtml
2019年12月20日,招聘数据分析主管/经理(J17406),面议,,,上海,,,张江,统招本科,5年以上,易鑫集团,上市,上市公司|发展空间大|车辆津贴|定期体检|交通补助|午餐补助|绩效奖金|带薪年假|岗位晋升|五险一金,https://www.liepin.com/job/1924417597.shtml
2019年12月20日,招聘数据分析师,4,6,12,重庆,,,沙坪坝区,大专及以上,1年以上,重庆鼎友餐饮管理有限公司,餐饮酒旅服务,绩效奖金|带薪年假|免费班车|管理规范|技能培训|岗位晋升|发展空间大|公司规模大|五险,https://www.liepin.com/job/1925343591.shtml
2019年12月20日,招聘数据分析师,8,15,12,上海,,,,统招本科,经验不限,银科控股,基金证券投资,NASDAQ上市|五险一金|岗位晋升|年度旅游|发展空间大|节日礼物|午餐补助|定期体检|领导好|管理规范,https://www.liepin.com/job/1924927181.shtml
2019年12月20日,招聘数据分析员,6,8,13,上海,,,,统招本科,1年以上,银科控股,基金证券投资,NASDAQ上市|五险一金|岗位晋升|年度旅游|发展空间大|节日礼物|午餐补助|定期体检|领导好|管理规范,https://www.liepin.com/job/1924326813.shtml
2019年12月20日,招聘数据分析师,10,15,13,成都,,,,统招本科,1年以上,易我科技,未融资,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1923039129.shtml
2019年12月20日,招聘数据分析师,10,15,12,北京,,,,统招本科,2年以上,专业服务(咨询/财会/法律/翻译等),专业服务(咨询财会法律翻译等),,https://www.liepin.com/a/17857987.shtml
2019年12月20日,招聘大数据架构师/数据分析,14,18,12,长沙,,,,大专及以上,5年以上,湖南象盒网络科技有限公司,未融资,年度旅游|带薪年假,https://www.liepin.com/job/1923354015.shtml
2019年12月20日,招聘数据分析,7,10,12,长沙,,,岳麓区,统招本科,1年以上,湖南埃普特医疗器械有限公司,医疗器械,管理规范|节日礼物|定期体检|绩效奖金|年底双薪|五险一金|午餐补助|优秀员工奖,https://www.liepin.com/job/1924941055.shtml
2019年12月20日,招聘数据分析,20,40,12,,,,,本科及以上,3年以上,美篇,轮,股票期权|带薪年假|交通补助|定期体检|弹性工作|年度旅游|节日礼物|扁平管理|五险一金,https://www.liepin.com/job/1925429095.shtml
2019年12月20日,招聘数据分析师（央企）,12,21,12,南京,,,,统招本科,3年以上,某通信行业知名企业,通信(设备运营增值)，互联网移动互联网电子商务，计算机软件,,https://www.liepin.com/a/16564501.shtml
2019年12月20日,招聘数据分析及IT功能提升,面议,,,上海,,,华漕,统招本科,5年以上,上海万科房地产有限公司,房地产建筑,带薪年假|扁平管理|管理规范|五险一金|500强|发展空间大,https://www.liepin.com/job/1922874343.shtml
2019年12月20日,招聘数据分析,20,30,18,上海,,,,硕士及以上,5年以上,基金/证券/期货/投资,基金证券期货投资,,https://www.liepin.com/a/17072985.shtml
2019年12月20日,招聘BI数据分析实习生,1,3,12,深圳,,,,学历不限,经验不限,深圳虾皮信息科技有限公司,其他,弹性工作|扁平管理|上市公司,https://www.liepin.com/job/1924354815.shtml
2019年12月20日,招聘创新事业群融媒体发展事业部-数据分析师-LQ,面议,,,杭州,,,,学历不限,5年以上,阿里巴巴,互联网电商,,https://www.liepin.com/job/1924732785.shtml
2019年12月20日,招聘数据分析师（经理）,15,30,12,上海,,,闵行区,本科及以上,3年以上,家具/家电,家具家电,午餐补助|弹性工作|免费班车|五险一金|上市公司,https://www.liepin.com/job/1922142675.shtml
2019年12月20日,招聘数据分析师（项目实施）,15,30,12,上海,,,闵行区,本科及以上,3年以上,家具/家电,家具家电,五险一金,https://www.liepin.com/job/1922373283.shtml
2019年12月20日,招聘数据分析经理（对外项目方向）,15,30,12,上海,,,闵行区,本科及以上,3年以上,家具/家电,家具家电,午餐补助|弹性工作|免费班车|五险一金|上市公司,https://www.liepin.com/job/1922143515.shtml
2019年12月20日,招聘数据分析师,15,19,13,深圳,,,龙华区,大专及以上,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/18233427.shtml
2019年12月20日,招聘销售数据分析专员,6,8,15,天津,,,滨海新区,本科及以上,2年以上,汽车/摩托车,汽车摩托车,,https://www.liepin.com/a/18105893.shtml
2019年12月20日,招聘商业数据分析师,8,15,12,,,,,本科及以上,5年以上,北京多彩互动广告有限公司,互联网电商,五险一金|年底双薪|绩效奖金|全勤奖,https://www.liepin.com/job/1917494539.shtml
2019年12月20日,招聘运营数据分析专员,6,9,12,上海,,,黄浦区,大专及以上,3年以上,制药/生物工程,制药生物工程,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1917204633.shtml
2019年12月20日,招聘BI 数据分析师,10,20,12,上海,,,黄浦区,大专及以上,3年以上,制药/生物工程,制药生物工程,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1923576267.shtml
2019年12月20日,招聘高级数据分析师 (MJ000209),20,30,12,上海,,,浦东新区,学历不限,3年以上,运去哪儿,轮,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1923931413.shtml
2019年12月20日,招聘数据分析师 (MJ000184),10,15,13,上海,,,,统招本科,1年以上,运去哪儿,轮,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1922348515.shtml
2019年12月20日,招聘数据分析师,10,20,12,上海,,,,本科及以上,1年以上,运去哪儿,轮,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1921539313.shtml
2019年12月20日,招聘数据分析专员,6,10,12,广州,,,,统招本科,1年以上,环球雅思,教育培训,年度旅游|节日礼物|扁平管理|管理规范|技能培训|岗位晋升|五险一金|上市公司|发展空间大,https://www.liepin.com/job/1917526455.shtml
2019年12月20日,招聘高级数据分析师,15,30,12,广州,深圳,,,本科及以上,3年以上,互联网科技公司,游戏产业，互联网移动互联网电子商务，计算机软件,,https://www.liepin.com/a/17068533.shtml
2019年12月20日,招聘数据分析师,面议,,,上海,,,,本科及以上,2年以上,迪卡侬(上海)体育用品有限公司,批发零售,管理规范|技能培训|团队聚餐|领导好|发展空间大|公司规模大,https://www.liepin.com/job/1922744213.shtml
2019年12月20日,招聘营业企划-销售战略数据分析+日语,10,12,14,上海,,,,本科及以上,3年以上,食品/饮料/烟酒/日化,食品饮料烟酒日化,,https://www.liepin.com/a/17619373.shtml
2019年12月20日,招聘数据分析师,12,24,12,杭州,,,仓前,统招本科,3年以上,杭州观远数据有限公司,轮,股票期权|带薪年假|弹性工作|技能培训|发展空间大|最前沿技术|大牛带路|标配mac,https://www.liepin.com/job/1910559913.shtml
2019年12月20日,招聘数据分析师,15,30,12,深圳,,,南山区,本科及以上,2年以上,杭州观远数据有限公司,轮,股票期权|带薪年假|弹性工作|技能培训|发展空间大|最前沿技术|大牛带路|标配mac,https://www.liepin.com/job/1915849533.shtml
2019年12月20日,招聘数据分析师,10,15,12,北京,,,,统招本科,3年以上,北京宜搜天下科技有限公司,其他,绩效奖金|带薪年假|午餐补助|定期体检|岗位晋升|五险一金|全勤奖|节日礼物,https://www.liepin.com/job/1924952553.shtml
2019年12月20日,招聘理脉-法律数据分析师（全职/实习）,面议,,,,,,,本科及以上,经验不限,金杜,专业服务,带薪年假|定期体检|节日礼物|领导好|管理规范|技能培训|岗位晋升|七险一金|单位规模大|企业文化好,https://www.liepin.com/job/1920987455.shtml
2019年12月20日,招聘数据分析,面议,,,广州,,,天河区,大专及以上,经验不限,保险,保险,年底双薪|绩效奖金|定期体检|弹性工作|年度旅游|节日礼物|管理规范|岗位晋升|团队聚餐|上市公司,https://www.liepin.com/job/1924531037.shtml
2019年12月20日,招聘金融数据分析师弹性工作,6,12,12,,,,,学历不限,经验不限,嘉诺恒盛(北京)教育科技有限公司,未融资,年底双薪|带薪年假|节日礼物|五险一金|全勤奖,https://www.liepin.com/job/1924846243.shtml
2019年12月20日,招聘市场金融数据分析技术岗,6,12,12,,,,,中专/中技及以上,经验不限,嘉诺恒盛(北京)教育科技有限公司,未融资,年底双薪|带薪年假|节日礼物|五险一金|全勤奖,https://www.liepin.com/job/1924823411.shtml
2019年12月20日,招聘法律数据分析专员,面议,,,,,,,本科及以上,1年以上,金杜,专业服务,带薪年假|定期体检|节日礼物|领导好|单位规模大|企业文化好,https://www.liepin.com/job/1923338039.shtml
2019年12月20日,招聘数据分析（绩效考核方向）,6,9,12,上海,,,,本科及以上,1年以上,基金,基金,年底双薪|带薪年假|交通补助|通讯津贴|午餐补助|年度旅游|节日礼物|岗位晋升|五险一金|团队聚餐,https://www.liepin.com/job/1924947527.shtml
2019年12月20日,招聘金融数据分析师弹性工作,6,12,12,北京,,,,中专/中技及以上,经验不限,嘉诺恒盛(北京)教育科技有限公司,未融资,年底双薪|绩效奖金|带薪年假|弹性工作|节日礼物|五险一金|全勤奖,https://www.liepin.com/job/1924846433.shtml
2019年12月20日,招聘市场金融数据分析技术岗,6,12,12,北京,,,,学历不限,经验不限,嘉诺恒盛(北京)教育科技有限公司,未融资,节日礼物|五险一金|全勤奖,https://www.liepin.com/job/1924823819.shtml
2019年12月20日,招聘数据分析师,8,12,12,上海,,,徐家汇,本科及以上,2年以上,上海远播教育集团,教育培训,绩效奖金|带薪年假|午餐补助|定期体检|年度旅游|节日礼物|技能培训|五险一金|团队聚餐|上市公司,https://www.liepin.com/job/1924119267.shtml
2019年12月20日,招聘数据分析/风险分析/建模岗,25,30,13,北京,,,,本科及以上,5年以上,银行,银行,,https://www.liepin.com/a/17977003.shtml
2019年12月20日,招聘海外信贷数据分析,40,60,15,深圳,,,,本科及以上,4年以上,四川西部锐仕方达人力资源服务有限公司,专业服务,,https://www.liepin.com/job/1924824847.shtml
2019年12月20日,招聘资深数据分析专家,30,60,17,,,,,本科及以上,3年以上,四川西部锐仕方达人力资源服务有限公司,专业服务,,https://www.liepin.com/job/1923947739.shtml
2019年12月20日,招聘高级数据分析师,25,30,14,广东,,,,本科及以上,2年以上,办公用品及设备,办公用品及设备,,https://www.liepin.com/a/17923673.shtml
2019年12月20日,招聘数据分析经理/高级经理,20,40,14,北京,,,,统招本科,5年以上,便利蜂,其他,弹性工作|扁平管理|发展空间大,https://www.liepin.com/job/1925208919.shtml
2019年12月20日,招聘中台数据分析师,18,30,12,上海,,,杨浦区,本科及以上,5年以上,上海道客网络科技有限公司,轮,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1922875557.shtml
2019年12月20日,招聘大数据数据分析专家,50,65,12,江苏,上海,浙江,,统招本科,8年以上,大型科技集团上市公司,互联网移动互联网电子商务，机械制造机电重工，汽车摩托车,,https://www.liepin.com/a/17656187.shtml
2019年12月20日,招聘营销企划专员（数据分析岗）,6,10,12,上海,,,,本科及以上,2年以上,上海至雅实业有限公司,基金证券投资,岗位晋升|五险一金|团队聚餐|领导好|发展空间大|公司规模大,https://www.liepin.com/job/1924612081.shtml
2019年12月20日,招聘风控数据分析师,10,20,12,深圳,,,福田区,大专及以上,2年以上,深圳美美网络科技有限公司,其他,绩效奖金|带薪年假|节日礼物|技能培训|岗位晋升|休闲餐点|领导好|发展空间大,https://www.liepin.com/job/1923676247.shtml
