小区,地区,厅,面积,单位,方向,状态,层,build-year,形式,钱,单位,网址,推荐语
柏林爱乐一期 ,常营,1室1厅 ,63.73,平米, 西 , 其他 , 低楼层(共11层) , 2002年建 , 板楼,375,万,https://bj.lianjia.com/ershoufang/101106346193.html,精装修一居室 看房方便 诚心出售 推荐一定来看看
双河北里 ,黄村中,2室1厅 ,87.5,平米, 西 北 , 简装 , 中楼层(共10层) , 2007年建 , 板楼,350,万,https://bj.lianjia.com/ershoufang/101106346183.html,双河北里 2室1厅 350万
爱这城三期 ,四惠,2室1厅 ,93.26,平米, 东南 , 其他 , 低楼层(共18层) , 2009年建 , 板塔结合,685,万,https://bj.lianjia.com/ershoufang/101106346176.html,爱这城三期 板楼东南两居 户型好 装修好 配套齐全
康静里 ,东坝,2室1厅 ,58,平米, 南 北 , 其他 , 中楼层(共6层) , 1993年建 , 板楼,318,万,https://bj.lianjia.com/ershoufang/101106346175.html,小区中间位置、南北通透、精装修
汽修一厂宿舍 ,奥林匹克公园,3室1厅 ,82.06,平米, 南 北 , 简装 , 中楼层(共6层) , 1989年建 , 板楼,570,万,https://bj.lianjia.com/ershoufang/101106346172.html,奥森公园   正规三居室 南北通透 看房方便
路劲世界城二期 ,南邵,2室1厅 ,85.11,平米, 南 , 精装 , 中楼层(共17层) , 2014年建 , 板楼,366,万,https://bj.lianjia.com/ershoufang/101106346163.html,精装修 视野开阔 采光充足 靠谱签约 无遮挡
太平家园 ,天通苑,4室2厅 ,167.25,平米, 南 北 , 简装 , 高楼层(共6层) , 1998年建 , 板楼,489,万,https://bj.lianjia.com/ershoufang/101106346156.html,太平家园 4室2厅 489万
安华里社区 ,安贞,3室1厅 ,78.82,平米, 东南 , 精装 , 中楼层(共18层) , 1988年建 , 塔楼,730,万,https://bj.lianjia.com/ershoufang/101106346154.html,中间楼层电梯直达 管理好 精装修 采光好
管庄北二里 ,常营,2室1厅 ,68.31,平米, 东 , 简装 , 中楼层(共28层) , 2013年建 , 板塔结合,400,万,https://bj.lianjia.com/ershoufang/101106346152.html,高层，采光好，无遮挡，户型方正。
金达园 ,安宁庄,2室1厅 ,99.79,平米, 南 北 , 其他 , 高楼层(共6层) , 1998年建 , 板楼,450,万,https://bj.lianjia.com/ershoufang/101106346150.html,金达园 2室1厅 450万
品阁公寓 ,西直门,2室2厅 ,116.65,平米, 东 , 精装 , 高楼层(共11层) , 2004年建 , 板塔结合,1000,万,https://bj.lianjia.com/ershoufang/101106346137.html,品阁公寓 2003年房 复式结构 业主诚意出售
西便门外大街 ,木樨地,2室1厅 ,52.6,平米, 南 , 简装 , 高楼层(共6层) , 1982年建 , 板楼,778,万,https://bj.lianjia.com/ershoufang/101106346119.html,育民对面铁道部宿舍双南二居 小区改造过房本满五年
港馨家园西区 ,顺义城,3室1厅 ,100.43,平米, 南 北 , 其他 , 顶层(共6层) , 2007年建 , 板楼,362,万,https://bj.lianjia.com/ershoufang/101106346115.html,港馨家园西区 3室1厅 362万
远洋天著三期 ,亦庄,4室2厅 ,315.17,平米, 南 北 , 其他 , 5层 , 2016年建 , 独栋别墅 ,1800,万,https://bj.lianjia.com/ershoufang/101106346111.html,远洋天著三期 4室2厅 1800万
华鸿家园 ,西三旗,2室2厅 ,97.3,平米, 南 北 , 精装 , 中楼层(共5层) , 2009年建 , 板楼,620,万,https://bj.lianjia.com/ershoufang/101106346108.html,此房是满五年唯一的商品房，婚房精装修，业主诚售
东方太阳城 ,顺义其它,5室2厅 ,473.5,平米, 南 北 , 精装 , 2层 , 2010年建 , 独栋别墅 ,2100,万,https://bj.lianjia.com/ershoufang/101106346093.html,东方太阳城 5室2厅 2100万
中海枫丹公馆 ,建国门外,2室1厅 ,133.29,平米, 东 西 , 精装 , 中楼层(共15层) , 2016年建 , 板塔结合,1288,万,https://bj.lianjia.com/ershoufang/101106346087.html,东二环  2016年小区 精装修 看房方便
春园 ,青塔,2室1厅 ,120.83,平米, 南 , 简装 , 中楼层(共8层) , 2002年建 , 板塔结合,508,万,https://bj.lianjia.com/ershoufang/101106346076.html,青塔春园，小区中间，双卧朝南，大两居！
万明路18号院 ,陶然亭,2室1厅 ,54.95,平米, 东 , 精装 , 中楼层(共16层) , 1989年建 , 塔楼,520,万,https://bj.lianjia.com/ershoufang/101106346062.html,诚意出售 西城  精装 满⑤唯① 友谊医院 7号线 电梯
恒大领寓 ,豆各庄,2房间1卫 ,61.5,平米, 东 , 精装 , 中楼层(共13层) , 2017年建 , 塔楼,240,万,https://bj.lianjia.com/ershoufang/101106346020.html,恒大领寓 2房间1卫 240万
旭辉御锦 ,通州其它,3室1厅 ,171.78,平米, 南 北 , 其他 , 高楼层(共6层) , 2014年建 , 板楼,700,万,https://bj.lianjia.com/ershoufang/101106346009.html,旭辉御锦 3室1厅 700万
垡头西里三区 ,垡头,3室1厅 ,115.45,平米, 东南 北 , 精装 , 高楼层(共6层) , 1996年建 , 板楼,570,万,https://bj.lianjia.com/ershoufang/101106346007.html,垡头西里三区 3室1厅 570万
京贸国际城西区 ,武夷花园,3室1厅 ,156.93,平米, 东南 北 , 其他 , 40层 , 2013年建 , 板塔结合,880,万,https://bj.lianjia.com/ershoufang/101106345953.html,京贸国际城西区 3室1厅 880万
定慧北里 ,定慧寺,2室1厅 ,60.75,平米, 南 北 , 精装 , 高楼层(共6层) , 1996年建 , 板楼,490,万,https://bj.lianjia.com/ershoufang/101106345934.html,西四环内   精装   明厅 南北通透  有车位  诚心出售
民安小区东扬威街 ,东直门,2室1厅 ,71.4,平米, 南 , 其他 , 底层(共12层) , 2002年建 , 板楼,728,万,https://bj.lianjia.com/ershoufang/101106345903.html,小区中间位置 精装修 闹中取静 看房随时
裕龙四区 ,顺义城,2室1厅 ,70.12,平米, 南 北 , 简装 , 中楼层(共6层) , 2003年建 , 板楼,297,万,https://bj.lianjia.com/ershoufang/101106345896.html,裕龙四区 2室1厅 297万
中国铁建原香漫谷 ,城关,2室1厅 ,91.98,平米, 南 , 其他 , 高楼层(共20层) , 2013年建 , 板楼,205,万,https://bj.lianjia.com/ershoufang/101106345887.html,中国铁建原香漫谷 2室1厅 205万
CUV国际公寓 ,玉泉营,2房间1卫 ,66.6,平米, 北 , 其他 , 高楼层(共17层) , 2010年建 , 塔楼,210,万,https://bj.lianjia.com/ershoufang/101106345869.html,CUV国际公寓 2房间1卫 210万
北欧印象 ,马连道,2室2厅 ,64.83,平米, 西 , 其他 , 中楼层(共28层) , 2003年建 , 塔楼,565,万,https://bj.lianjia.com/ershoufang/101106345866.html,商品房社区，正规两居室，周边配套齐全
沁春家园 ,西三旗,1室1厅 ,64.39,平米, 东南 , 简装 , 底层(共6层) , 2000年建 , 板楼,360,万,https://bj.lianjia.com/ershoufang/101106345864.html,海淀产权，满五唯一商品房，低总价一居室
北新家园 ,西三旗,3室1厅 ,79.2,平米, 南 北 , 简装 , 中楼层(共6层) , 1996年建 , 板楼,490,万,https://bj.lianjia.com/ershoufang/101106345800.html,满五年公房，南北户型三居室  楼层合适 格局合理。
北京城建琨廷 ,窦店,3室2厅 ,95.23,平米, 南 北 , 其他 , 中楼层(共15层) , 2014年建 , 板楼,260,万,https://bj.lianjia.com/ershoufang/101106345733.html,北京城建琨廷 3室2厅 260万
顺源里 ,亮马桥,2室1厅 ,52.43,平米, 南 北 , 精装 , 低楼层(共6层) , 1982年建 , 板楼,430,万,https://bj.lianjia.com/ershoufang/101106345709.html,顺源里 南北通透 精装修两居室
兴海家园月苑 ,西红门,1室1厅 ,62.6,平米, 南 北 , 精装 , 高楼层(共6层) , 2006年建 , 板楼,278,万,https://bj.lianjia.com/ershoufang/101106345696.html,兴海家园月苑   满五唯一  采光好  南北通透
宏福园 ,西红门,2室1厅 ,79.58,平米, 南 北 , 简装 , 顶层(共6层) , 1997年建 , 板楼,320,万,https://bj.lianjia.com/ershoufang/101106345665.html,此房南北通透 楼层高 视野开阔 采光充足
工体西里 ,工体,3室1厅 ,77.83,平米, 东 西南 , 其他 , 中楼层(共7层) , 1990年建 , 板楼,580,万,https://bj.lianjia.com/ershoufang/101106345655.html,朝阳区示范小区，三部一司家属楼，中间楼层
易构空间 ,大望路,2室2厅 ,119.73,平米, 南 , 精装 , 高楼层(共28层) , 2004年建 , 塔楼,810,万,https://bj.lianjia.com/ershoufang/101106345609.html,四环内 高层全南大两居 满五年只有契税 装修好
前泥洼小区 ,丽泽,2室1厅 ,60.31,平米, 南 北 , 精装 , 顶层(共6层) , 1996年建 , 板楼,350,万,https://bj.lianjia.com/ershoufang/101106345608.html,地铁10号线泥洼站 精装修两居室 商品房 南北通透
白纸坊街25号院 ,右安门内,2室1厅 ,70.89,平米, 南 , 简装 , 中楼层(共6层) , 1997年建 , 板楼,685,万,https://bj.lianjia.com/ershoufang/101106345602.html,右安门印钞厂央产房中间楼层全南向大两居室
东幸福街 ,北大地,1室1厅 ,47.1,平米, 南 , 其他 , 高楼层(共6层) , 1988年建 , 板楼,320,万,https://bj.lianjia.com/ershoufang/101106345574.html,"东幸福街 南北向一居室 南北双阳台格局, 业主诚心出售"
星岛嘉园 ,亦庄,5室2厅 ,255.24,平米, 南 北 , 其他 , 中楼层(共6层) , 2001年建 , 板楼,1050,万,https://bj.lianjia.com/ershoufang/101106345571.html,星岛嘉园 5室2厅 1050万
西黄城根南街 ,西单,3室1厅 ,68.8,平米, 南 北 , 其他 , 低楼层(共6层) , 1984年建 , 板楼,1160,万,https://bj.lianjia.com/ershoufang/101106345569.html,西单 低楼层 南北通透 三居 满二年价格可谈 随时签约
小泥湾 ,双榆树,2室1厅 ,50.6,平米, 南 , 其他 , 中楼层(共5层) , 1985年建 , 板楼,529,万,https://bj.lianjia.com/ershoufang/101106345566.html,板楼中间3层朝阳两居，楼在小区正中间位置，有钥匙
南沙滩小区 ,南沙滩,2室1厅 ,68.21,平米, 南 北 , 其他 , 高楼层(共6层) , 1997年建 , 板楼,490,万,https://bj.lianjia.com/ershoufang/101106345554.html,南北向两居室 1997年建 户型采光好 交通便利
炫特嘉园三期 ,石佛营,2室1厅 ,93.51,平米, 南 北 , 精装 , 中楼层(共11层) , 2005年建 , 板楼,590,万,https://bj.lianjia.com/ershoufang/101106345546.html,此房是南北通透两居室，南向客厅面宽长，采光面积大
易构空间 ,大望路,1室0厅 ,39.47,平米, 东 , 精装 , 低楼层(共24层) , 2004年建 , 塔楼,275,万,https://bj.lianjia.com/ershoufang/101106345537.html,易构空间经典开间 朝东无遮挡 看房提前联系吧
安贞西里 ,安贞,1室1厅 ,48.08,平米, 东 西 , 精装 , 高楼层(共14层) , 1987年建 , 板塔结合,395,万,https://bj.lianjia.com/ershoufang/101106345511.html,安贞西里  安华桥地铁旁东向大一居
青塔南里 ,青塔,3室1厅 ,87.15,平米, 南 北 , 其他 , 中楼层(共28层) , 2010年建 , 塔楼,370,万,https://bj.lianjia.com/ershoufang/101106345490.html,五棵松南，南北通透三居室，2010年小区
首邑上城 ,枣园,2室2厅 ,99.61,平米, 南 北 , 精装 , 中楼层(共13层) , 2007年建 , 板楼,468,万,https://bj.lianjia.com/ershoufang/101106345474.html,首邑上城精装两居室 小区中间位置 诚心出售
新景家园东区 ,崇文门,3室1厅 ,92.03,平米, 东 西 , 精装 , 高楼层(共17层) , 2004年建 , 板塔结合,910,万,https://bj.lianjia.com/ershoufang/101106345455.html,新上全明三居室，业主诚意售房，遇见缘分就是今天
御景春天 ,科技园区,1室1厅 ,49.05,平米, 西 , 其他 , 底层(共25层) , 2011年建 , 塔楼,265,万,https://bj.lianjia.com/ershoufang/101106345444.html,御景春天 1室1厅 265万
新风南里 ,马甸,2室1厅 ,82.6,平米, 南 北 , 其他 , 高楼层(共6层) , 1997年建 , 板楼,1200,万,https://bj.lianjia.com/ershoufang/101106345428.html,中直社区 97年建成 高品质小区 精装两居
杜家坎小区 ,丰台其它,2室1厅 ,54.84,平米, 南 北 , 其他 , 顶层(共6层) , 1990年建 , 板楼,198,万,https://bj.lianjia.com/ershoufang/101106345426.html,杜家坎小区 2室1厅 198万
重兴嘉园 ,鲁谷,3室1厅 ,123.04,平米, 南 西 , 精装 , 高楼层(共23层) , 2007年建 , 塔楼,650,万,https://bj.lianjia.com/ershoufang/101106345410.html,重兴嘉园 3室1厅 650万
首创新悦都一区 ,长阳,3房间1卫 ,75.67,平米, 南 北 , 其他 , 中楼层(共17层) , 2015年建 , 板楼,335,万,https://bj.lianjia.com/ershoufang/101106345407.html,新悦都东区 自住精装修 2020年7月满五年
右外东庄 ,北京南站,2室1厅 ,54,平米, 南 北 , 毛坯 , 中楼层(共6层) ,  , 板楼,330,万,https://bj.lianjia.com/ershoufang/101106345391.html,南二环陶然亭对面，北京南站。两居室诚售，满五年公房
车站西街15号院 ,广安门,2室1厅 ,64.1,平米, 南 北 , 毛坯 , 中楼层(共6层) , 1994年建 , 板楼,589,万,https://bj.lianjia.com/ershoufang/101106345389.html,南北向中间层两室一厅名额未占用满五年公房
和平街十区 ,和平里,2室1厅 ,56.33,平米, 南 北 , 简装 , 中楼层(共5层) , 1965年建 , 板楼,450,万,https://bj.lianjia.com/ershoufang/101106345373.html,和平家园南北全明户型两居二层不临街公房
新裕家园 ,崇文门,2室1厅 ,80.66,平米, 南 , 精装 , 低楼层(共16层) , 2004年建 , 板塔结合,880,万,https://bj.lianjia.com/ershoufang/101106345358.html,崇文门 新裕家园南向一居 户型方正 已改成两居
松榆西里 ,潘家园,1室1厅 ,44.88,平米, 南 北 , 精装 , 高楼层(共6层) , 1995年建 , 板楼,292,万,https://bj.lianjia.com/ershoufang/101106345356.html,10号线潘家园地铁边 南北向一居室 精装修 税费少
静安里 ,国展,3室1厅 ,124.46,平米, 东南 , 其他 , 底层(共7层) , 1997年建 , 板楼,850,万,https://bj.lianjia.com/ershoufang/101106345351.html,静安里 3室1厅 850万
富力又一城C区 ,豆各庄,2室1厅 ,89.84,平米, 南 , 精装 , 高楼层(共18层) , 2010年建 , 板楼,530,万,https://bj.lianjia.com/ershoufang/101106345348.html,富力又一城C区 2室1厅 530万
保利西山林语 ,海淀北部新区,1室1厅 ,47.83,平米, 南 , 精装 , 低楼层(共8层) , 2010年建 , 板塔结合,325,万,https://bj.lianjia.com/ershoufang/101106345335.html,南向一居，精装修，满五年，家庭唯一住宅。
珠江国际城八区 ,潞苑,2室1厅 ,121.54,平米, 南 北 , 精装 , 低楼层(共9层) , 2005年建 , 板楼,510,万,https://bj.lianjia.com/ershoufang/101106345326.html,满五年家庭这一套房子，南北通透 ，全明格局
大方居 ,九棵树(家乐福),2室1厅 ,87.94,平米, 东南 , 其他 , 22层 , 2008年建 , 板塔结合,358,万,https://bj.lianjia.com/ershoufang/101106345284.html,大方居 2室1厅 358万
兴隆家园 ,高碑店,2室1厅 ,71.89,平米, 南 北 , 简装 , 高楼层(共6层) , 2000年建 , 板楼,460,万,https://bj.lianjia.com/ershoufang/101106345250.html,兴隆家园 一梯两户 南北通透2居 宜居
扣钟北里 ,阜成门,2室1厅 ,65.8,平米, 西北 , 精装 , 中楼层(共20层) , 1988年建 , 塔楼,820,万,https://bj.lianjia.com/ershoufang/101106345242.html,电梯房楼层好管理好 格局好实用性高 配套全生活便捷
郝庄家园西区 ,西关环岛,2室1厅 ,89.65,平米, 南 北 , 精装 , 中楼层(共6层) , 2002年建 , 板楼,270,万,https://bj.lianjia.com/ershoufang/101106345216.html,郝庄家园西区70年大产权南北通透两居室
水郡长安 ,双桥,3室2厅 ,152.76,平米, 南 北 , 精装 , 中楼层(共8层) , 2007年建 , 板楼,805,万,https://bj.lianjia.com/ershoufang/101106345208.html,水郡长安低密洋房，满五年，两面环水系，三面朝阳！
天通苑东一区 ,天通苑,2室1厅 ,82.71,平米, 南 北 , 简装 , 中楼层(共7层) , 2001年建 , 板楼,370,万,https://bj.lianjia.com/ershoufang/101106345202.html,"明卫,商品房满五年唯一,精装修,两居室"
八角路小区 ,八角,1室1厅 ,34.02,平米, 南 , 简装 , 底层(共5层) , 1971年建 , 板楼,162,万,https://bj.lianjia.com/ershoufang/101106345175.html,八角路  可贷款  一室一厅  低楼层
葛布店南里 ,果园,2室1厅 ,57.62,平米, 南 北 , 其他 , 顶层(共6层) , 1985年建 , 板楼,275,万,https://bj.lianjia.com/ershoufang/101106345165.html,葛布店南里 2室1厅 275万
半壁店六建宿舍 ,田村,1室1厅 ,40.9,平米, 南 , 其他 , 高楼层(共6层) , 1987年建 , 板楼,328,万,https://bj.lianjia.com/ershoufang/101106345139.html,半壁店六建宿舍 1室1厅 328万
华龙美晟 ,永定门,2室1厅 ,64.1,平米, 北 , 简装 , 顶层(共12层) , 2009年建 , 板塔结合,498,万,https://bj.lianjia.com/ershoufang/101106345135.html,二环外 东城区 09年商品房 总价低 小两居
安慧北里小区 ,亚运村,2室1厅 ,58.75,平米, 东南 , 精装 , 低楼层(共13层) , 1988年建 , 塔楼,420,万,https://bj.lianjia.com/ershoufang/101106345128.html,此房满5年唯一的成本价，正规两居室，钢混结构
华严北里小区 ,健翔桥,1室1厅 ,45.29,平米, 南 , 精装 , 中楼层(共16层) , 1995年建 , 塔楼,390,万,https://bj.lianjia.com/ershoufang/101106345107.html,南向一居室，居家精装修，可拎包住，朝南不遮挡
富力阳光美园 ,常营,3室1厅 ,88.06,平米, 东南 , 精装 , 底层(共27层) , 2010年建 , 塔楼,490,万,https://bj.lianjia.com/ershoufang/101106345084.html,满五年唯一，东南三居，带飘窗，房屋空置业主没住过
新华街六里 ,看丹桥,2室1厅 ,63.3,平米, 南 , 简装 , 顶层(共6层) , 1996年建 , 板楼,290,万,https://bj.lianjia.com/ershoufang/101106345082.html,四环内 满五年唯一 朝南向 中等装修 近地铁
同兴园 ,西红门,2室1厅 ,70.74,平米, 南 北 , 其他 , 顶层(共6层) , 1996年建 , 板楼,269,万,https://bj.lianjia.com/ershoufang/101106345033.html,同兴园 南北通透两居室  采光好
世纪金色嘉园 ,北京南站,1室0厅 ,23.8,平米, 南 , 简装 , 低楼层(共28层) , 2003年建 , 塔楼,215,万,https://bj.lianjia.com/ershoufang/101106345024.html,世纪金色嘉园 1室0厅 215万
牛街西里 ,牛街,3室1厅 ,90.69,平米, 东南 , 毛坯 , 高楼层(共23层) , 2004年建 , 塔楼,808,万,https://bj.lianjia.com/ershoufang/101106344960.html,牛街西里 高楼层 东南向三居室 业主诚心出售
北苑家园望春园 ,北苑,2室1厅 ,108.65,平米, 南 北 , 其他 , 中楼层(共14层) , 2006年建 , 板楼,690,万,https://bj.lianjia.com/ershoufang/101106344922.html,北苑家园望春园 2室1厅 690万
北辰福第二号院 ,常营,1室0厅 ,45.74,平米, 南 , 精装 , 高楼层(共27层) , 2008年建 , 塔楼,269,万,https://bj.lianjia.com/ershoufang/101106344913.html,北辰福第南向开间 满五唯一可转商
华芳园 ,成寿寺,2室1厅 ,91.49,平米, 东南 , 精装 , 低楼层(共24层) , 1999年建 , 塔楼,450,万,https://bj.lianjia.com/ershoufang/101106344910.html,华芳园东南向两居 无遮挡 距离地铁317米（高德地图）
西成忆树 ,杨庄,2室1厅 ,102.4,平米, 南 , 其他 , 中楼层(共20层) , 2005年建 , 板塔结合,548,万,https://bj.lianjia.com/ershoufang/101106344896.html,西成忆树 2室1厅 548万
南礼士路三条北里 ,月坛,3室1厅 ,73.6,平米, 南 北 , 其他 , 高楼层(共6层) , 1985年建 , 板楼,940,万,https://bj.lianjia.com/ershoufang/101106344829.html,南礼士路三条北里 3室1厅 940万
新安里 ,黄村中,2室1厅 ,68.73,平米, 南 北 , 简装 , 底层(共6层) , 1997年建 , 板楼,245,万,https://bj.lianjia.com/ershoufang/101106344786.html,新居里 低楼层 南北通透 看房方便
国瑞城中区 ,崇文门,3室1厅 ,88.87,平米, 西南 , 其他 , 底层(共16层) , 2006年建 , 板楼,890,万,https://bj.lianjia.com/ershoufang/101106344774.html,国瑞城中区 只有契税 精装 商品房的挑高 看房方便
万寿路小区 ,公主坟,1室1厅 ,47.2,平米, 东 , 简装 , 中楼层(共6层) , 1994年建 , 板楼,445,万,https://bj.lianjia.com/ershoufang/101106344748.html,万寿路小区 满五年唯一 中间层 正规一室一厅
龙锦苑四区 ,回龙观,3室1厅 ,121.25,平米, 南 北 , 简装 , 中楼层(共6层) , 2003年建 , 板楼,650,万,https://bj.lianjia.com/ershoufang/101106344716.html,把小区边，南北通透，业主自住三居室，满五年唯一
新华联家园南区 ,果园,3室1厅 ,85.44,平米, 南 北 , 其他 , 高楼层(共7层) , 2002年建 , 板楼,530,万,https://bj.lianjia.com/ershoufang/101106344686.html,使用面积多，复式结构，精装修大三居
老山东里 ,老山,2室1厅 ,50.32,平米, 南 北 , 简装 , 顶层(共6层) , 1983年建 , 板楼,245,万,https://bj.lianjia.com/ershoufang/101106344682.html,老山东里钢混小两居，南北通透，中等装修
九台2000家园 ,亚运村,1室1厅 ,75.15,平米, 西北 , 简装 , 低楼层(共27层) , 2001年建 , 塔楼,445,万,https://bj.lianjia.com/ershoufang/101106344653.html,九台2000家园 1室1厅 445万
裕民路3号院 ,马甸,2室1厅 ,57.65,平米, 南 北 , 简装 , 高楼层(共6层) , 1982年建 , 板楼,440,万,https://bj.lianjia.com/ershoufang/101106344606.html,北三环马甸裕民路，南北通透两居室，中间层
流星花园一区 ,回龙观,6室2厅 ,265.44,平米, 南 北 , 精装 , 3层 , 2003年建 , 暂无数据,1380,万,https://bj.lianjia.com/ershoufang/101106344579.html,满五唯一、付款无要求、精装修联排别墅，可拎包入住
天作国际中心 ,皂君庙,2室2厅 ,91.55,平米, 西 , 精装 , 高楼层(共14层) , 2006年建 , 板塔结合,888,万,https://bj.lianjia.com/ershoufang/101106344571.html,天作国际中心 楼龄新 上下两层 诚心出售 随时签约
绿色庄园 ,观音寺,1室1厅 ,64.24,平米, 南 北 , 其他 , 顶层(共6层) , 2004年建 , 板楼,205,万,https://bj.lianjia.com/ershoufang/101106344556.html,绿色庄园 1室1厅 205万
青年湖东里 ,安定门,2室1厅 ,51.62,平米, 南 , 简装 , 顶层(共5层) , 1980年建 , 板楼,520,万,https://bj.lianjia.com/ershoufang/101106344531.html,东城 青年湖 南向 两居室 满五年公房 诚意出售
罗马花园 ,惠新西街,3室1厅 ,162.23,平米, 南 北 , 精装 , 中楼层(共26层) , 1995年建 , 塔楼,1099,万,https://bj.lianjia.com/ershoufang/101106344525.html,罗马花园全南向三居室，中间楼层，无遮挡采光充足
龙锦苑东四区 ,霍营,3室2厅 ,124.67,平米, 南 北 , 精装 , 高楼层(共6层) , 2009年建 , 板楼,480,万,https://bj.lianjia.com/ershoufang/101106344504.html,回龙观 全新精装 拎包入住 中间层 大三居
含晖苑 ,滨河西区,2室2厅 ,95.99,平米, 南 北 , 简装 , 低楼层(共10层) , 2007年建 , 板楼,420,万,https://bj.lianjia.com/ershoufang/101106344439.html,双阳台有租赁车位 满五唯一 有电梯 诚心出售
开阳里六区 ,北京南站,2室2厅 ,129.8,平米, 西南 北 , 其他 , 中楼层(共24层) , 2002年建 , 塔楼,660,万,https://bj.lianjia.com/ershoufang/101106344427.html,此房是西南北的大两居室，中间楼层，视野也不错。
北苑家园绣菊园南区 ,北苑,2室1厅 ,93.96,平米, 东南 , 其他 , 高楼层(共25层) , 2005年建 , 塔楼,520,万,https://bj.lianjia.com/ershoufang/101106344418.html,绣菊园南区 高层东南两居  满两年原值373万
格兰晴天 ,玉桥,3室1厅 ,133.1,平米, 南 北 , 精装 , 高楼层(共9层) , 2004年建 , 板塔结合,668,万,https://bj.lianjia.com/ershoufang/101106344390.html,满五唯一，南北通透，楼层好，采光充足
公园五号 ,甜水园,1室0厅 ,56.74,平米, 东 , 精装 , 中楼层(共17层) , 2010年建 , 塔楼,398,万,https://bj.lianjia.com/ershoufang/101106344386.html,万科公园五号开间，居住舒适，临近地铁，通勤便利
林奥嘉园 ,奥林匹克公园,2室2厅 ,118.97,平米, 西 , 其他 , 中楼层(共27层) , 2015年建 , 板楼,720,万,https://bj.lianjia.com/ershoufang/101106344384.html,林奥嘉园 2室2厅 720万
永安路小区 ,鼓楼大街,2室2厅 ,94.52,平米, 东南 , 简装 , 中楼层(共12层) , 2004年建 , 塔楼,330,万,https://bj.lianjia.com/ershoufang/101106344359.html,永安里小区  东南朝向    电梯房   业主诚心出售
安慧北里逸园 ,亚运村,5室1厅 ,185.8,平米, 西南 , 简装 , 低楼层(共24层) , 1998年建 , 塔楼,828,万,https://bj.lianjia.com/ershoufang/101106344335.html,安慧北里逸园 两梯六户  小区带花园
苗圃东里 ,赵公口,2室1厅 ,70.39,平米, 西南 , 简装 , 低楼层(共22层) , 2002年建 , 塔楼,350,万,https://bj.lianjia.com/ershoufang/101106344317.html,苗圃东里/西南朝向/交通便利/有电梯
贵园南里丙区 ,亦庄,2室1厅 ,60,平米, 南 北 , 简装 , 低楼层(共6层) , 2002年建 , 板楼,280,万,https://bj.lianjia.com/ershoufang/101106344298.html,贵园小区 中间楼层 满五唯一 好房子看就行了
保利中央公园 ,望京,4室2厅 ,178.57,平米, 南 北 , 精装 , 低楼层(共25层) , 2012年建 , 板楼,2400,万,https://bj.lianjia.com/ershoufang/101106344287.html,保利三期，4+1户型，精装修，东边户型大四居室。
温泉花园A区 ,北七家,2室1厅 ,60.66,平米, 南 北 , 简装 , 底层(共5层) , 1996年建 , 板楼,235,万,https://bj.lianjia.com/ershoufang/101106344249.html,一层带花园两居室 南北通透 简单装修
朝通嘉园 ,北关,2室2厅 ,91.83,平米, 南 北 , 精装 , 顶层(共6层) , 2003年建 , 板楼,359,万,https://bj.lianjia.com/ershoufang/101106344241.html,朝通嘉园，南北两居室，户型方正。
新世界中心 ,崇文门,1室1厅 ,75.98,平米, 东 , 精装 , 中楼层(共16层) , 1995年建 , 塔楼,500,万,https://bj.lianjia.com/ershoufang/101106344220.html,新世界中心 朝东一居室 满五年 业主只有一套
盛和家园 ,亚运村小营,1室1厅 ,67.14,平米, 北 , 精装 , 低楼层(共24层) , 2002年建 , 塔楼,480,万,https://bj.lianjia.com/ershoufang/101106344204.html,此房盛和家园北向一居室，户型方正，视野宽广
京通苑 ,管庄,1室1厅 ,63.44,平米, 东南 , 精装 , 中楼层(共24层) , 2000年建 , 塔楼,300,万,https://bj.lianjia.com/ershoufang/101106344192.html,京通苑 1室1厅 300万
金隅丽景园 ,常营,1室1厅 ,47.78,平米, 东 , 其他 , 中楼层(共28层) , 2010年建 , 板塔结合,225,万,https://bj.lianjia.com/ershoufang/101106344180.html,金隅丽景园 1室1厅 225万
中建国际港 ,枣园,2室2厅 ,89.96,平米, 南 北 , 精装 , 低楼层(共33层) , 2015年建 , 板楼,505,万,https://bj.lianjia.com/ershoufang/101106344178.html,中建国际港南北通透2居室装修完未住过，已无装修味
金蝉北里21号院 ,垡头,2室1厅 ,59,平米, 南 北 , 其他 , 地下室(共6层) , 2000年建 , 板楼,215,万,https://bj.lianjia.com/ershoufang/101106344167.html,金蝉北里21号院 2室1厅 215万
沿海赛洛城七期 ,百子湾,1室1厅 ,68.34,平米, 南 北 , 精装 , 顶层(共22层) , 2009年建 , 板楼,438,万,https://bj.lianjia.com/ershoufang/101106344131.html,沿海赛洛城七期 1室1厅 438万
贵园南里乙区 ,亦庄,2室1厅 ,86.89,平米, 南 北 , 精装 , 高楼层(共6层) , 1995年建 , 板楼,365,万,https://bj.lianjia.com/ershoufang/101106344117.html,贵园南里乙区，大二居，婚房装修，看房方便。
天辰大厦 ,朝阳门外,2室2厅 ,187.09,平米, 南 西 , 简装 , 高楼层(共24层) , 2006年建 , 塔楼,750,万,https://bj.lianjia.com/ershoufang/101106344105.html,天辰大厦单价低，近地铁朝阳门2/6号线
